45.133.73.0/24,FR,FR-78,Chevreuse,78460
5.105.6.0/24,DE,DE-NW,Düsseldorf,40472
2a0c:b641:8a0::/44,FR,FR-78,Chevreuse,78460
2a05:dfc7:2400::/40,DE,DE-NW,Düsseldorf,40472
